id,type,area,slope,azimuth,avg_sunlight_hours,suitability,annual_insolation,energy_production
Roof_117_-1_0,hip,385.6980954494504,76.47379093978434,180.0,8760.0,0.8617540302007188,904.8417317107547,69799.14652080413
Roof_117_-1_1,hip,433.01270189221935,60.00000000000001,90.0,8760.0,0.7666666666666666,804.9999999999999,69715.04500464731
Roof_117_-1_3,hip,433.01270189221935,60.00000000000001,270.0,8760.0,0.7666666666666666,804.9999999999999,69715.04500464731
Roof_150_0_0,shed,2875.6616116430982,60.38494991450873,270.0,8760.0,0.7653835002849709,803.6526752992195,462206.62949044816
Roof_64_1_0,shed,741.3458395445789,70.77428487130271,90.0,8760.0,0.7307523837623243,767.2900029504406,113765.45028229135
Roof_15_7_0,butterfly,113.93090011054947,80.9097230791777,90.0,8760.0,0.6969675897360743,731.815969222878,16675.290417767334
Roof_15_7_1,butterfly,113.93090011054947,80.9097230791777,270.0,8760.0,0.6969675897360743,731.815969222878,16675.290417767334
Roof_117_-1_2,hip,385.6980954494504,76.47379093978434,0.0,8760.0,0.5617540302007189,589.8417317107549,45500.16650748877
Roof_16_72_0,solar,599.9999999999999,90.0,0.0,8760.0,0.5166666666666666,542.4999999999999,65099.99999999998
